cycle_time,symbol,regime,side,action,confidence,decision,reason,gate_config,p_cal,p_adj,p_be,anomaly,risk_frac,size,entry,sl,tp,prompt_version,rationale
2026-09-14T21:30:37.784177+00:00,ARBUSDT,mid,short,skip,35,skip,trader_skip,G2,,,,0.0,0.0,0.0,0.1377,0.14225272307723702,0.13087091538414444,trader_v2,"The market is showing strong bullish momentum on the 15m and 1h timeframes, recently reclaiming the 0.1400 level with significant volume. The short setup lacks sufficient bearish confirmation, and the current price action suggests a potential continuation of the recovery rather than a rejection at the zone."
2026-09-15T06:15:41.775958+00:00,ONDOUSDT,low,long,skip,35,skip,trader_skip,G2,,,,0.0,0.0,0.0,0.3512,0.3499417986618058,0.3544,trader_v2,"The recent price action shows significant volatility and a lack of clear trend, with multiple failed attempts to hold higher levels. The sweep at 0.3504 is weak, and the current market regime is choppy. The risk of a deeper retest of the 0.3492 zone is high, making this setup unfavorable."
2026-09-15T11:30:45.561763+00:00,AVAXUSDT,mid,long,skip,45,skip,trader_skip,G2,,,,0.0,0.0,0.0,7.475,7.434573559452839,7.538,trader_v2,"The recent 15m candle shows a sharp rejection and breakdown below the zone, indicating bearish momentum. The structure is currently testing support, but the lack of strong bullish follow-through after the sweep makes this setup risky. The risk-reward is tight, and the current price action suggests further downside potential."
2026-09-15T14:00:44.725572+00:00,DOGEUSDT,low,short,skip,35,skip,trader_skip,G2,,,,0.0,0.0,0.0,0.08275,0.08300307986305253,0.08228,trader_v2,"The market shows high volatility and indecision around the entry zone. Recent price action indicates a failure to maintain downward momentum, with multiple wicks showing buying pressure. The risk of a stop-run above 0.0830 is significant given the recent liquidity sweeps, making the current setup too precarious for a high-confidence entry."
2026-09-15T14:00:51.460158+00:00,BNBUSDT,low,short,skip,35,skip,trader_skip,G2,,,,0.0,0.0,0.0,719.88,721.1391024045417,717.9,trader_v2,"The price action shows high volatility with significant wicks on both sides, indicating a lack of clear directional conviction. The recent 15m candle closed with a strong bullish rejection at the entry level, suggesting the short setup is likely to be stopped out before reaching the target."
2026-09-15T14:01:15.690830+00:00,ADAUSDT,low,short,skip,35,skip,trader_skip,G2,,,,0.0,0.0,0.0,0.2051,0.206317046265556,0.203,trader_v2,"The market is exhibiting high volatility and significant wick activity around the entry zone. Recent price action shows a strong rejection of the 0.2075 level followed by a sharp recovery, indicating lack of clear directional conviction. The tight stop-loss relative to current ATR makes this setup prone to being stopped out by noise."
2026-09-15T14:01:22.994221+00:00,HYPEUSDT,low,short,skip,35,skip,trader_skip,G2,,,,0.0,0.0,0.0,79.148,79.78753701125754,78.09,trader_v2,"The market is exhibiting high volatility and choppy price action around the entry level. The recent sweep at 79.768 was followed by a sharp rejection, but the subsequent recovery suggests insufficient bearish momentum to sustain a clean move to the target. The setup lacks a clear trend, making the risk of a stop-run high."
2026-09-15T14:01:30.182988+00:00,ONDOUSDT,low,short,skip,35,skip,trader_skip,G2,,,,0.0,0.0,0.0,0.3475,0.350189523734354,0.3419,trader_v2,"The market is showing high volatility with significant wicks in both directions. Recent price action indicates a lack of clear directional bias, and the setup is occurring within a choppy range. The risk of a stop-run before a potential move is too high given the current erratic price behavior."
2026-09-15T16:15:42.025562+00:00,ENAUSDT,mid,long,take,62,shrink,probe_uncalibrated,G2,0.35,0.3049184872721382,0.3361980164182308,0.25760864415921003,0.0025,7276.626,0.1418,0.13826481599537105,0.14878,trader_v2,"The setup shows a clear liquidity sweep at 0.1384 followed by a strong bullish reaction and displacement. The entry is well-positioned within the demand zone. While volatility is high, the structure supports a move toward the target liquidity at 0.14878."
2026-09-15T19:00:42.616635+00:00,ETHUSDT,high,short,take,65,shrink,probe_uncalibrated,G2,0.35,0.27999999999999997,0.3999999999999993,0.4,0.0025,0.529,2401.59,2450.0652769847607,2328.877084522859,trader_v2,"The market shows a clear bearish structure with a recent sweep of liquidity and strong displacement. The entry aligns with the bearish trend, and the setup score of 0.6 supports the trade. Risk-reward is favorable at 1.5, and the price is currently positioned well within the bearish zone."
2026-09-15T19:00:58.418595+00:00,LINKUSDT,high,short,skip,35,skip,trader_skip,G2,,,,0.0,0.0,0.0,11.097,11.409305264599626,10.62854210310056,trader_v2,"The recent price action shows a massive spike in volume and a sharp rejection at 10.78, indicating strong buying pressure at lower levels. The market is currently volatile and the setup lacks a clear trend, making a short entry risky after such a significant recent drop."
2026-09-15T19:01:22.301633+00:00,ZECUSDT,mid,short,skip,35,skip,trader_skip,G2,,,,0.0,0.0,0.0,1137.0,1157.9751927148566,1096.8,trader_v2,"The market is exhibiting high volatility and erratic price action, evidenced by the recent large wick to 1085.66 followed by a sharp recovery to 1137.0. The structure is currently too unstable for a high-confidence short entry, and the neutral bias combined with recent liquidity sweeps suggests a high probability of further chop."
2026-09-15T19:01:26.313802+00:00,WLDUSDT,mid,short,skip,35,skip,trader_skip,G2,,,,0.0,0.0,0.0,0.3673,0.37712330779817,0.35256503830274505,trader_v2,"The market has already experienced a significant dump to 0.3552, invalidating the setup's premise of a fresh short entry. The current price action is volatile and recovering from a major liquidity sweep, making a continuation short at these levels high-risk and prone to a mean reversion."
2026-09-15T19:01:32.558377+00:00,ONDOUSDT,high,short,skip,35,skip,trader_skip,G2,,,,0.0,0.0,0.0,0.3375,0.3469859359056584,0.32327109614151245,trader_v2,"The market has already experienced a significant displacement downward, reaching 0.3267. Entering a short at 0.3375 after such a sharp move risks catching a mean reversion or a local bottom. The recent volatility and large wick suggest exhaustion, making the setup unfavorable for a continuation short."
2026-09-15T19:01:42.680699+00:00,TAOUSDT,high,short,skip,35,skip,trader_skip,G2,,,,0.0,0.0,0.0,222.55,227.47041298619862,215.16938052070208,trader_v2,The recent price action shows extreme volatility with a massive wick down to 215.0 followed by a sharp recovery to 222.55. The market is currently unstable and liquidity has been heavily tapped on both sides. The setup lacks a clean structural entry point following the recent erratic swings.
2026-09-15T19:15:41.585882+00:00,ZECUSDT,mid,long,skip,35,skip,trader_skip,G2,,,,0.0,0.0,0.0,1146.6,1105.593892422358,1224.12,trader_v2,"The recent price action shows high volatility with significant downside wicks and a failure to hold higher levels. The structure is currently messy, and the recent sweep at 1085.66 suggests continued instability. The risk of further downside testing is high, making this long setup premature."
2026-09-16T23:45:39.758207+00:00,PEPEUSDT,mid,long,skip,25,skip,trader_skip,G2,,,,0.0,0.0,0.0,3.4147e-06,3.3434431532247384e-06,3.5215852701628925e-06,trader_v2,"The market is exhibiting extreme stagnation with negligible price movement and volume consolidation. The OHLC data shows almost no volatility, making the setup technically invalid due to lack of displacement and liquidity. The risk-to-reward ratio is insufficient for such a low-probability, range-bound environment."
2026-09-16T23:45:42.015930+00:00,TAOUSDT,mid,long,skip,35,skip,trader_skip,G2,,,,0.0,0.0,0.0,222.06,217.68034346054094,232.83,trader_v2,The market is in a neutral regime with significant overhead supply and recent volatility. The price is currently testing a local resistance level after a choppy recovery. The risk-reward is insufficient given the lack of clear bullish momentum and the proximity to recent swing highs that may trigger further selling.
2026-09-17T12:15:41.611281+00:00,BTCUSDT,low,long,take,55,shrink,probe_uncalibrated,G2,0.35,0.27999999999999997,0.4000000000000023,0.4,0.0025,0.051,76798.0,76296.91238777865,77549.63141833202,trader_v2,"The setup shows a valid liquidity sweep at 76129 and a strong displacement candle on the 15m timeframe. While the overall market regime is low and bias is neutral, the recent price action indicates a potential reversal from the zone. Risk-reward is acceptable."
2026-09-17T12:15:48.200782+00:00,ETHUSDT,low,long,take,60,veto,no_calibrated_edge,G2,0.1811895478679446,0.1449516382943557,0.4,0.4,0.0,0.0,2454.42,2432.170124856004,2487.7948127159943,trader_v2,"The setup follows a clear liquidity sweep at 2426.65 with subsequent bullish displacement. Price is currently testing a local demand zone. While the broader trend is choppy, the recent momentum shift supports a long entry targeting the next liquidity pool above."
2026-09-17T12:15:57.977205+00:00,DOGEUSDT,low,long,take,55,shrink,probe_uncalibrated,G2,0.35,0.3059728381653398,0.3343970577211293,0.2515837819123438,0.0025,42198.837,0.08127,0.08066209938216733,0.08248,trader_v2,"The setup identifies a liquidity sweep at 0.0807 followed by a bullish displacement. While the broader trend is bearish, the immediate price action shows a successful retest of the zone. The RR is favorable, and the entry aligns with the recent recovery from the 0.0805 support level."
2026-09-17T15:00:42.836850+00:00,WLDUSDT,low,short,skip,35,skip,trader_skip,G2,,,,0.0,0.0,0.0,0.3759,0.3822154535726881,0.365,trader_v2,"The recent price action shows significant volatility and a failure to hold lower levels, with a strong bullish sweep to 0.3836. The market is currently showing signs of consolidation rather than a clear bearish trend, making the short setup risky despite the theoretical structure."
2026-09-18T14:00:43.397931+00:00,LTCUSDT,mid,long,take,60,veto,no_calibrated_edge,G2,0.17194536432683688,0.14510762396464724,0.4,0.31216590766792585,0.0,0.0,55.46,54.804031334896216,56.44395299765568,trader_v2,"The setup identifies a valid liquidity sweep at 54.95 with subsequent displacement. Price is currently consolidating within the bullish zone. While volatility is present, the structure supports a continuation move toward the target. The stop-loss is placed appropriately below the recent swing low."
2026-09-19T00:15:42.724304+00:00,TAOUSDT,mid,long,take,62,veto,no_calibrated_edge,G2,0.19732972772607896,0.16790334438368695,0.4,0.2982458211591911,0.0,0.0,252.2,248.1176964626863,258.3234553059705,trader_v2,"The asset shows a clear bullish trend with a recent sweep of liquidity at 247.08 followed by strong displacement. The entry is well-positioned after the retest of the breakout zone. While volatility is moderate, the structure remains supportive of a move toward the target."
2026-09-19T01:30:31.452516+00:00,BTCUSDT,high,long,take,65,veto,no_calibrated_edge,G2,0.19732972772607896,0.16919216755144073,0.39999999999999747,0.28518318551269733,0.0,0.0,81231.7,80777.07892529806,81913.63161205291,trader_v2,"The setup captures a liquidity sweep of the 80893 level followed by a strong displacement. The bullish bias is supported by the recent impulsive move. While volatility is elevated, the entry aligns with the structural shift, offering a favorable risk-to-reward ratio for a continuation long."
2026-09-19T04:30:39.229718+00:00,BNBUSDT,mid,long,take,65,veto,no_calibrated_edge,G2,0.22157377982382145,0.17725902385905717,0.3999999999999983,0.4,0.0,0.0,763.25,757.8244742102842,771.3882886845738,trader_v2,"The setup shows a clear liquidity sweep at 759.06 followed by a strong bullish displacement. The recent 15m candle confirms the reclaim of the zone. While the broader trend is volatile, the immediate structure supports a move toward the target liquidity."
2026-09-19T08:30:42.152577+00:00,LINKUSDT,mid,long,skip,40,skip,trader_skip,G2,,,,0.0,0.0,0.0,12.405,12.27600689432822,12.59848965850767,trader_v2,"The market is showing high volatility and choppy price action around the entry level. Recent candles indicate significant selling pressure and failed breakouts, suggesting the bullish momentum is stalling. The risk of a deeper retest of the 12.25-12.28 support zone is high, making the current entry unfavorable."
2026-09-19T18:15:36.489157+00:00,BTCUSDT,low,long,skip,35,skip,trader_skip,G2,,,,0.0,0.0,0.0,81348.2,81132.35046777297,81727.8,trader_v2,"The market is showing signs of exhaustion after a significant impulsive move. Recent 15m candles indicate increased volatility and a failure to hold higher levels, suggesting a potential retracement or consolidation phase. The risk-to-reward ratio is tight, and the current momentum is fading, making a long entry at this level premature."
2026-09-20T01:45:39.346980+00:00,ARBUSDT,mid,long,skip,35,skip,trader_skip,G2,,,,0.0,0.0,0.0,0.2037,0.2023086219933881,0.2062,trader_v2,"The asset is in a clear short-term downtrend with significant selling pressure visible on the 1h and 4h timeframes. The recent price action shows a failure to hold higher levels, and the current structure is bearish. The setup lacks sufficient bullish momentum to justify a long position against the prevailing trend."
2026-09-20T12:30:43.172524+00:00,ZECUSDT,low,long,skip,35,skip,trader_skip,G2,,,,0.0,0.0,0.0,1443.28,1426.5722167743397,1472.6,trader_v2,"The market is in a clear downtrend on the 1h and 4h timeframes. While there was a liquidity sweep, the subsequent displacement is weak and price is struggling to maintain momentum above the entry level. The risk of further downside continuation remains high given the bearish market structure."
2026-09-20T15:30:39.929495+00:00,SUIUSDT,high,long,skip,35,skip,trader_skip,G2,,,,0.0,0.0,0.0,0.8273,0.8130482841864911,0.8545,trader_v2,"The market is exhibiting high volatility and choppy price action following a significant drop. The recent sweep lacks strong follow-through, and the structure remains neutral with frequent liquidity runs in both directions. The risk of further downside continuation is high given the recent bearish momentum on the 1h timeframe."
2026-09-20T15:30:41.886492+00:00,DOTUSDT,mid,long,skip,35,skip,trader_skip,G2,,,,0.0,0.0,0.0,1.107,1.0902457744713818,1.133,trader_v2,"The market is exhibiting high volatility and choppy price action with no clear trend. Recent candles show significant wick activity and failed attempts to sustain higher levels. The setup lacks strong momentum, and the risk of a deeper sweep below the current zone is high given the recent bearish structure."
2026-09-20T22:30:38.082483+00:00,HYPEUSDT,low,long,skip,40,skip,trader_skip,G2,,,,0.0,0.0,0.0,93.358,91.91772340299062,95.51841489551408,trader_v2,"The price action shows significant volatility and repeated failure to hold higher levels, with a recent sweep of liquidity at 91.96. The current structure is choppy and lacks clear bullish momentum, making a direct move to the TP unlikely before further testing of the 92.00 support zone."
2026-09-21T02:15:37.128848+00:00,ADAUSDT,high,short,skip,35,skip,trader_skip,G2,,,,0.0,0.0,0.0,0.2292,0.23410573294458112,0.2216,trader_v2,"The market shows strong volatility and recent bullish momentum, evidenced by the 15m candle at 02:00 UTC reclaiming levels. The short setup is fighting against a clear recovery trend. The risk of further upside continuation to sweep higher liquidity is high, making this short entry premature."
2026-09-21T06:00:37.159471+00:00,UNIUSDT,mid,short,skip,35,skip,trader_skip,G2,,,,0.0,0.0,0.0,8.637,8.845934213654928,8.323598679517609,trader_v2,"The market is exhibiting high volatility and choppy price action around the entry zone. Recent candles show significant wicks in both directions, indicating a lack of clear directional conviction. The setup score is low, and the current price structure is too unstable to justify a high-confidence short entry."
2026-09-21T14:15:44.539108+00:00,BNBUSDT,high,long,take,65,veto,no_calibrated_edge,G2,0.23403057664190918,0.18722446131352735,0.3999999999999986,0.4,0.0,0.0,792.5,786.0770857717279,802.1343713424083,trader_v2,"The setup shows a clear bullish displacement following a liquidity sweep at 786.92. Price is currently holding above the zone high, indicating strong momentum. While the recent 15m candle shows some volatility, the overall trend remains constructive for a move toward the target."
2026-09-21T18:45:49.215364+00:00,UNIUSDT,high,long,skip,35,skip,trader_skip,G2,,,,0.0,0.0,0.0,8.712,8.564461659658914,8.98,trader_v2,"The market is showing significant volatility and a lack of clear directional momentum. Recent price action indicates a breakdown of support levels, and the current structure is choppy. The risk of further downside continuation outweighs the potential for a clean bounce at this entry point."
2026-09-22T09:00:43.401841+00:00,BNBUSDT,high,long,take,62,veto,no_calibrated_edge,G2,0.255441899027294,0.2178553040056863,0.27918363957316156,0.29428684303346436,0.0,0.0,787.22,782.0415863761988,800.59,trader_v2,"The setup identifies a valid liquidity sweep at 783.06 followed by a bullish displacement. While the broader trend is bullish, recent price action shows increased volatility and selling pressure. The entry is well-positioned within the demand zone, offering a favorable risk-reward ratio."
2026-09-22T09:00:49.519302+00:00,DOTUSDT,high,long,skip,40,skip,trader_skip,G2,,,,0.0,0.0,0.0,1.18,1.1530486912044453,1.220426963193332,trader_v2,"The price action shows significant volatility and a breakdown of the recent bullish structure. The sweep at 1.1560 was followed by a weak recovery, and the current momentum is choppy with multiple lower highs on the 15m timeframe. The risk of further downside testing the 1.15 level is high."
2026-09-23T11:15:39.338974+00:00,ZECUSDT,mid,long,take,65,veto,no_calibrated_edge,G2,0.24514513372857347,0.21050318656572087,0.4,0.28262398389036275,0.0,0.0,1637.18,1606.4968836515357,1683.2046745226967,trader_v2,"The asset shows strong bullish momentum with a recent sweep of liquidity and significant displacement. The entry aligns with a retest of the breakout zone. While volatility is elevated, the structure remains supportive of further upside continuation toward the target."
2026-09-23T15:00:42.247985+00:00,NEARUSDT,high,long,skip,0,skip,trader_skip,G2,,,,0.0,0.0,0.0,4.6476,4.398055075113661,5.021917387329507,trader_v2,"invalid_output: Error code: 503 - [{'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}]"
2026-09-23T22:45:36.525419+00:00,ZECUSDT,high,short,skip,35,skip,trader_skip,G2,,,,0.0,0.0,0.0,1488.79,1530.46913137405,1426.271302938925,trader_v2,The price has already experienced a significant drop and is currently showing signs of consolidation near the entry level. The recent volatility and lack of clear bearish momentum following the sweep suggest a high risk of a mean reversion or further chop. The setup lacks sufficient confluence to justify a short entry here.
2026-09-24T13:45:43.185176+00:00,LINKUSDT,mid,short,skip,35,skip,trader_skip,G2,,,,0.0,0.0,0.0,12.431,12.495494361977636,12.248,trader_v2,"The setup attempts to short into a strong bullish momentum candle on the 15m timeframe (13:30). The price is currently testing local resistance, but the recent volatility and aggressive buying pressure suggest a high probability of further upside before any meaningful rejection occurs. Risk-reward is insufficient given the momentum."
2026-09-25T08:46:12.657624+00:00,ADAUSDT,mid,long,skip,45,skip,trader_skip,G2,,,,0.0,0.0,0.0,0.2514,0.2458117364454022,0.25978239533189673,trader_v2,"Price is struggling to maintain momentum above the 0.25 level, showing multiple wicks and failed breakouts on the 15m timeframe. The recent price action is choppy, and the bullish structure is currently being tested by persistent selling pressure. Risk-reward is insufficient to justify entering into this consolidation."
2026-09-25T14:00:44.573341+00:00,ETHUSDT,high,long,skip,35,skip,trader_skip,G2,,,,0.0,0.0,0.0,2694.44,2667.9730821863054,2742.09,trader_v2,"The recent price action shows a failed breakout attempt above 2740 followed by a sharp rejection and a lower high. Momentum is shifting bearish on the 15m timeframe, and the current entry is too close to the recent swing high, offering poor risk-adjusted probability of reaching the target."
2026-09-26T11:15:38.055317+00:00,LINKUSDT,high,long,take,60,veto,sentiment_driven_take,G2,,,,0.5139439957272137,0.0,0.0,14.185,13.918854643260465,14.584218035109304,trader_v2,"The price recently swept liquidity at 13.946 and showed strong bullish displacement on the 15m timeframe. The entry is within the identified demand zone. While volatility is present, the structure supports a continuation move toward the target."
